Rank,System,Cores,Rmax (GFlop/s),Rpeak (GFlop/s),Power (kW)
1,"Numerical Wind Tunnel,                 Fujitsu                National Aerospace Laboratory of JapanJapan",140,170.0,235.79,
2,"XP/S140,                 Intel                Sandia National LaboratoriesUnited States",3680,143.4,184.0,
3,"CM-5/1056,                 Thinking Machines Corporation                Los Alamos National LaboratoryUnited States",1056,59.7,135.17,
4,"CM-5/864,                 Thinking Machines Corporation                Minnesota Supercomputer CenterUnited States",864,50.5,110.6,
5,"VPP500/30,                 Fujitsu                The Angstrom Technology PartnershipJapan",30,39.8,48.0,
6,"VPP500/30,                 Fujitsu                University of TsukubaJapan",30,39.8,48.0,
7,"VPP500/28,                 Fujitsu                Institute of Physical and Chemical Research (RIKEN)Japan",28,37.2,44.8,
8,"CM-5/512,                 Thinking Machines Corporation                NCSAUnited States",512,30.4,65.54,
9,"CM-5/512,                 Thinking Machines Corporation                National Security AgencyUnited States",512,30.4,65.54,
10,"S-3800/480,                 Hitachi                Hitachi Ltd. Enterprise Server DivisionJapan",4,27.5,32.0,
11,"S-3800/480,                 Hitachi                University of TokyoJapan",4,27.5,32.0,
12,"T3D MC256-8,                 Cray/HPE                Cray ResearchUnited States",256,25.3,38.4,
13,"T3D MC256-8,                 Cray/HPE                Pittsburgh Supercomputing CenterUnited States",256,25.3,38.4,
14,"T3D MC256-8,                 Cray/HPE                University of EdinburghUnited Kingdom",256,25.3,38.4,
15,"SX-3/44R,                 NEC                Atmospheric Environment Service (AES)Canada",4,23.2,25.6,
16,"SX-3/44R,                 NEC                NECJapan",4,23.2,25.6,
17,"SX-3/44R,                 NEC                Tohoku UniversityJapan",4,23.2,25.6,
18,"S-3800/380,                 Hitachi                Institute for Materials Research, Tohoku University (IMR)Japan",3,21.3,24.0,
19,"SX-3/44,                 NEC                Atmospheric Environment Service (AES)Canada",4,20.0,22.0,
20,"SX-3/34R,                 NEC                Institute for Molecular ScienceJapan",3,17.4,19.2,
21,"XP/S35,                 Intel                CaltechUnited States",512,15.2,26.0,
22,"XP/S35,                 Intel                DOE/SC/Oak Ridge National LaboratoryUnited States",512,15.2,26.0,
23,"XP/S35,                 Intel                CaltechUnited States",512,15.2,25.6,
24,"XP/S35,                 Intel                DOE/SC/Oak Ridge National LaboratoryUnited States",512,15.2,25.6,
25,"CM-5/256,                 Thinking Machines Corporation                GovernmentUnited States",256,15.1,32.77,
26,"CM-5/256,                 Thinking Machines Corporation                Naval Research Laboratory (NRL)United States",256,15.1,32.77,
27,"CM-5/256,                 Thinking Machines Corporation                Thinking MachinesUnited States",256,15.1,32.77,
28,"Delta,                 Intel                CaltechUnited States",512,13.9,20.48,
29,"Y-MP C916/16256,                 Cray/HPE                Cray ResearchUnited States",16,13.7,15.24,
